"name","restaurant_name","identifier","price_usd"
"ZUPPA PAVESE","LA FORCHETTA DA MASSI","PUEBLO, CO",7
"ZUPPA PESCE","NELLA PIZZA E PASTA","UBEREATS, CHICAGO, IL",33
"ZUPPA RUSTICA TOMATO BASIL","AMERICA'S FINEST DELI","SEAMLESS, NEW YORK, NY",5.99
"ZUPPA SI LEGUMI CON GAMBERETTI","DI NARDO'S RISTORANTE ITALIANO","SEAMLESS, POUND RIDGE, NY",9.75
"ZUPPA SOUP","TRATTORIA DA VITTORIO","GRUBHUB, SAN FRANCISCO, CA",9
"ZUPPA SPECIALE // ROASTED TOMATO SOUP","PAPPARDELLA","SEAMLESS, NEW YORK, NY",12
"ZUPPA STAGIONE","SEVEN HILLS","SAN, CA",13
"ZUPPA STRACCIATELLA","THE NEW FIRENZE RESTAURANT","NEW YORK, NY",11
"ZUPPA TOSCANA","APERITIVO BISTRO","SCHENECTADY, NY",6
"ZUPPA TOSCANA","CIRELLA'S","GRUBHUB, MELVILLE, NY",9
"ZUPPA TOSCANA","FRANCO'S","LOS ANGELES, CA",8.25
"ZUPPA TOSCANA","OLIVE GARDEN","ERNEST W BARRETT PKWY NW & ROBERTS CT, UBEREATS, KENNESAW, GA",7.49
"ZUPPA TOSCANA","OLIVE GARDEN (14TH ST W)","BRADENTON, FL",6.08
"ZUPPA TOSCANA","OLIVE GARDEN HANOVER","HANOVER, PA",5.49
"ZUPPA TOSCANA","OLIVE GARDEN ITALIAN RESTAURANT - C&D","20532 SOUTH AVALON BOULEVARD, DOORDASH, CARSON, CA",6.99
"ZUPPA TOSCANA AND MINESTRONE SOUP BOWL LUNCH","TOSCANA LITTLE ITALY","GRUBHUB, JACKSONVILLE, FL",4.95
"ZUPPA TOSCANA AND MINESTRONE SOUP DINNER","TOSCANA LITTLE ITALY","GRUBHUB, JACKSONVILLE, FL",6.95
"ZUPPA TOSCANA AND MINESTRONE SOUP DINNER BOWL","TOSCANA LITTLE ITALY","GRUBHUB, JACKSONVILLE, FL",4.95
"ZUPPA TOSCANA AND MINESTRONE SOUP LUNCH","TOSCANA LITTLE ITALY","GRUBHUB, JACKSONVILLE, FL",6.95
"ZUPPA TOSCANA LUNCH","APERITIVO BISTRO","SCHENECTADY, NY",6
"ZUPPA TOSCANA LUNCH","FRANCO'S","LOS ANGELES, CA",7.95
"ZUPPA TOSCANA SOUP","STREETS OF NEW YORK","35TH AVE & NORTHERN, UBEREATS, PHOENIX, AZ",5.65
"ZUPPA TOSCANA, WHITE BEAN SOUP","AROUND THE WORLD CAFE BAKERY","GRUBHUB, INDIALANTIC, FL",6.5
"ZUPPA TOSCANO","LA CUCINA ITALIAN EATERY","SOMERVILLE, MA",8
"ZUPPA TUSCANA","TASTE OF EUROPE","BINGHAMTON, NY",4.49
"ZUPPA TUSCANO","SOUP'ER SAMMICH","TROY, NY",3.99
"ZUPPADI PESCE - REGULAR","BILL-E'S - FAIRHOPE","FAIRHOPE, AL",20
"ZUPPE AL FAGIOLI AL VENETO DINNER","CATCH 15","WASHINGTON, DC",8
"ZUPPE DE MARE","CHARCOAL GUACAMOLE MEXICAN FOOD(OPEN 24 HOURS)","GRUBHUB, CHICAGO, IL",14.79
"ZUPPE DE PESCE","PAUL'S ITALIAN RESTAURANT","SOUTHAMPTON, NY",34.95
"ZUPPE DE PESCE ENTREE","NINA'S RESTAURANT WINE BAR TAP BEER","GRUBHUB, NORTHPORT, NY",26
"ZUPPE DE VONGOLE","IL FRESCO","ORANGEBURG, NY",12.95
"ZUPPE DEL GIORNO","ANCORA CUCINA ITALIANA","GRUBHUB, TARZANA, CA",9
"ZUPPE DEL GIORNO","CAFE PORTO BELLO","BOSTON, MA",3.95
"ZUPPE DEL GIORNO","FINO RESTAURANT","NEW YORK, NY",5
"ZUPPE DEL GIORNO E INSALATE","EMILIOS PIZZERIA & RISTORANTE","COMMACK, NY",9.95
"ZUPPE DI CLAM","BREDA's PIZZA AND GRILL","59 NORTH BEVERWYCK ROAD, DOORDASH, PARSIPPANY-TROY HILLS, NJ",20.99
"ZUPPE DI CLAMS","ANTONIO's PIZZA & ITALIAN RESTAURANT","619 EAST DANIA BEACH BOULEVARD, DOORDASH, DANIA BEACH, FL",18.5
"ZUPPE DI CLAMS","GINOS OF COMMACK","GRUBHUB, COMMACK, NY",14.25
"ZUPPE DI COZZE","CENTRE PIZZA","LITTLE NECK, NY",7.95
"ZUPPE DI COZZE","COME A CASA","GRUBHUB, HANOVER, PA",8.99
"ZUPPE DI COZZE","FRANCESCO'S PIZZA & PASTA RESTAURANT","GRUBHUB, HUNTINGTON STATION, NY",10.95
"ZUPPE DI COZZE","GINOS OF COMMACK","GRUBHUB, COMMACK, NY",14.25
"ZUPPE DI COZZE","KNAPP STREET PIZZA","2159 KNAPP STREET, DOORDASH, BROOKLYN, NY",12.5
"ZUPPE DI MUSSELS","ANTONIO's PIZZA & ITALIAN RESTAURANT","619 EAST DANIA BEACH BOULEVARD, DOORDASH, DANIA BEACH, FL",18.5
"ZUPPE DI NOZZE ITALIANA","CIRELLA'S","GRUBHUB, MELVILLE, NY",9
"ZUPPE DI PESCE","DANNY'S CAFE (BUSHWICK AVE)","SEAMLESS, BROOKLYN, NY",20
"ZUPPE DI PESCE","FABS CORNER CUCINA","SHERMAN OAKS, CA",13
"ZUPPE DI PESCE","FARGIANO'S PIZZA AND PASTA","EAST ISLIP, NY",16.95
"ZUPPE DI PESCE","FORTUNATA'S II PIZZA RESTAURANT","BROOKLYN, NY",20.95
"ZUPPE DI PESCE","GUSTO DIVINO TRATTORIA","SEAMLESS, SEAFORD, NY",27
"ZUPPE DI PESCE","NICK & GINAS PIZZERIA & RISTORANTE","SELDEN, NY",25.99
"ZUPPE DI PESCE","OAKLAND PIZZERIA RESTAURANT","347 RAMAPO VALLEY ROAD, DOORDASH, OAKLAND, NJ",23.95
"ZUPPE DI PESCE","PUBLIC PIZZA ITALIAN KITCHEN AND WINEBAR","SEAMLESS, YONKERS, NY",31.99
"ZUPPE DI PESCE","RACANELLI'S ORIGINAL PIZZA & BREW GREENBURGH","SEAMLESS, WHITE PLAINS, NY",27.95
"ZUPPE DI PESCE","SANTINOS PIZZA & PASTA","GRUBHUB, HOLLYWOOD, FL",24.95
"ZUPPE DI PESCE","SCARSDALE PIZZA AND BREW","SEAMLESS, SCARSDALE, NY",28.99
"ZUPPE DI PESCE","TONY's PIZZA","666-668 SPEEDWELL AVENUE, DOORDASH, MORRIS PLAINS, NJ",15.95
"ZUPPE DI PESCE","VINCENZO CUCUINA ITALIANA","ORLANDO, FL",27
"ZUPPE DI PESCE (PASTA)","NAPOLI MANIA","450 HACKENSACK AVENUE, DOORDASH, HACKENSACK, NJ",21.95
"ZUPPE DI PESCE (SALAD)","NAPOLI MANIA","450 HACKENSACK AVENUE, DOORDASH, HACKENSACK, NJ",21.95
"ZUPPE DI PESCE - LARGE | SERVES 12-14","AVERSANO'S TAKEOUT & CATERING","BREWSTER, NY",150
"ZUPPE DI PESCE - SMALL | SERVES 6-8","AVERSANO'S TAKEOUT & CATERING","BREWSTER, NY",85
"ZUPPE DI PESCE AND 4 OZ. LOBSTER TAIL","PIZZERIA DA NELLA","CHICAGO, IL",31.99
"ZUPPE DI PESCE MEDITERANEA FOR ONE OR TWO","RINO'S RISTORANTE","BRONX, NY",26.95
"ZUPPE DI PESCE OVER LINGUINE","BELLA ITALIA","535 CENTRAL AVENUE, DOORDASH, CITY OF ORANGE, NJ",27.95
"ZUPPE OF THE DAY - REGULAR","BELLA VITA","PALM DESERT, CA",9.5
"ZUPPE PRIMAVERA LUNCH","AGOSTINO'S RESTAURANT & BAR","GRUBHUB, FAIRVIEW HEIGHTS, IL",4.95
"ZUPPETTA","PAGLIACCI'S NEW YORK PIZZERIA","GRUBHUB, STUDIO CITY, CA",16
"ZUPPETTA","TRATTORIA FRESCO","SIOUX, IA",14
"ZUPPETTA DI COZZE","PAGLIACCI'S TRATTORIA TAVERNA","GRUBHUB, STUDIO CITY, CA",15
"ZUPPETTA DI COZZE","VIA VENETO","CHICAGO, IL",13.99
"ZUPPETTA DI COZZE AL POMODORO PICCANTE","VIA QUADRONNO","NEW YORK, NY",15.5
"ZUPPETTA DI COZZE E VONGOLE","LA VIGNA RESTAURANT & BAR","SEAMLESS, FOREST HILLS, NY",15.5
"ZUPPETTA DI MARE CON CROSTONE DI PANE","SAN CARLO OSTERIA PIEMONTE","SEAMLESS, NEW YORK, NY",19
"ZUPPETTA DI PESCE","ISOLA ON COLUMBUS","NEW YORK, NY",25
"ZUPPETTA DI PESCE MISTO","VIA QUADRONNO","NEW YORK, NY",28.5
"ZUPPI DI CLAMS","CASA TURANO PARKSIDE PIZZERIA","455 BROAD STREET, DOORDASH, BLOOMFIELD, NJ",7.95
"ZUPPI DI PESCE AND LINGUINE","CASA NUOVA ITALIAN RESTAURANT","ALPHARETTA, GA",26.95
"ZUPPI DI PESCI","CASA TURANO PARKSIDE PIZZERIA","455 BROAD STREET, DOORDASH, BLOOMFIELD, NJ",15
"ZURA TEMPURA SOBA","ODORI SUSHI AND TEPPANYAKI","GRUBHUB, PALO ALTO, CA",11.95
"ZURBIAN CHICKEN","HADRAMOUT RESTAURANT","UBEREATS, HOUSTON, TX",11.99
"ZURBIAN CHICKEN","JERUSALEM GRILL","UBEREATS, CHICAGO, IL",12.99
"ZURBIAN CHICKEN","SHIBAM (ELSTON & KENNETH)","UBEREATS, CHICAGO, IL",20.99
"ZURBIAN CHICKEN","SHIBAM (W 90TH)","UBEREATS, CHICAGO, IL",11.99
"ZURBIAN LAMB","HADRAMOUT RESTAURANT","UBEREATS, HOUSTON, TX",15.99
"ZURBIAN LAMB","JERUSALEM GRILL","UBEREATS, CHICAGO, IL",15.99
"ZURBIAN LAMB","SHIBAM (ELSTON & KENNETH)","UBEREATS, CHICAGO, IL",24.5
"ZURBIAN LAMB","SHIBAM (W 90TH)","UBEREATS, CHICAGO, IL",16.99
"ZUREK SOUP","POLISHED TAVERN","DENVER, CO",5
"ZUREK SOUP","STAROPOLSKA","UBEREATS, CHICAGO, IL",7
"ZURESH EKEFEGN","QUEEN OF SHEBA RESTAURANT","UBEREATS, ADDISON, TX",14.95
"ZURESH EKEFEGN PARTY PLATTER (SERVING SIZE 4-6)","QUEEN OF SHEBA RESTAURANT","UBEREATS, ADDISON, TX",76.95
"ZURI","ISSIAN","SEATTLE, WA",4.5
"ZURICH ROLL","YOKOHAMA SUSHI EAST (MIZNER PARK)","GRUBHUB, BOCA RATON, FL",12
"ZURY DIABLITO","ZURY'S RASPADOS","FONTANA, CA",7
"ZURYBOTANA","ZURY'S RASPADOS","FONTANA, CA",12
"ZURYESKITE CHEETOS","ZURY'S RASPADOS","FONTANA, CA",10
"ZURYESKITE DORITOS","ZURY'S RASPADOS","FONTANA, CA",10
"ZURYESKITE TAKI","ZURY'S RASPADOS","FONTANA, CA",10
"ZURYESKITE TOSTITOS","ZURY'S RASPADOS","FONTANA, CA",10
"ZURYLADA","ZURY'S RASPADOS","FONTANA, CA",9
"ZURYLEMONADE LARGE","ZURY'S RASPADOS","FONTANA, CA",8
"ZURYLEMONADE SMALL","ZURY'S RASPADOS","FONTANA, CA",7
"ZURYNARANJA LARGE","ZURY'S RASPADOS","FONTANA, CA",8
"ZURYNARANJA SMALL","ZURY'S RASPADOS","FONTANA, CA",7
"ZURYSMOOTHIE","ZURY'S RASPADOS","FONTANA, CA",7
"ZUSHI COMBO","ZUSHI BISTRO","GRUBHUB, VIRGINIA BEACH, VA",12.5
"ZUSHI DELUXE","YOSHI ZUSHI JAPANESE CUISINE","GRUBHUB, CORPUS CHRISTI, TX",30
"ZUSHI REGULAR","YOSHI ZUSHI JAPANESE CUISINE","GRUBHUB, CORPUS CHRISTI, TX",24
"ZUSHI ROLL","YO! ZUSHI","GRUBHUB, SEATTLE, WA",6
"ZUSHI ROLL (BIG ROLL)","ZUSHI BISTRO","GRUBHUB, VIRGINIA BEACH, VA",6.75
"ZUSHI ROLL (BIG ROLL) (5 PIECES)","ZUSHI BISTRO","GRUBHUB, VIRGINIA BEACH, VA",6.5
"ZUSHI SOUP","ZUSHI BISTRO","GRUBHUB, VIRGINIA BEACH, VA",5.5
"ZUSHI/ SASHIMI COMBO","YOSHI ZUSHI JAPANESE CUISINE","GRUBHUB, CORPUS CHRISTI, TX",34
"ZUTTER ROLL","KOEN JAPANESE BBQ & SUSHI","GRUBHUB, LINCOLN, NE",10
"ZUTTO BURGER","ZUTTO","SEAMLESS, NEW YORK, NY",18
"ZUTTO FRIED RICE","ZUTTO","SEAMLESS, NEW YORK, NY",15
"ZUTTO MULE","ZUTTO","SEAMLESS, NEW YORK, NY",13
"ZUTTO PLATTER","ZUTTO","SEAMLESS, NEW YORK, NY",138
"ZUTTO POKE","ZUTTO","SEAMLESS, NEW YORK, NY",19
"ZUTTO PUNCH","ZUTTO","SEAMLESS, NEW YORK, NY",13
"ZUTTO VEGA ROLL","ZUTTO","SEAMLESS, NEW YORK, NY",10
"ZUUCCHINI STICKS","GARDEN CITY PIZZA","GARDEN CITY, NY",7.95
"ZUWAGANI SASHIMI","STARFISH","GRUBHUB, ATLANTA, GA",9
"ZUWAGANI SUSHI","STARFISH","GRUBHUB, ATLANTA, GA",4
"ZUWAI","WILD WASABI","GRUBHUB, LYNNWOOD, WA",8
"ZUWAI GANI","IROHA","NEW YORK, NY",5
"ZUWAI GANI NIGIRI","SURIN OF THAILAND TUSCALOOSA","GRUBHUB, TUSCALOOSA, AL",3.95
"ZUWAI KANI","FORTUNE ASIAN BISTRO","GRUBHUB, MYRTLE BEACH, SC",6
"ZUWAI KANI","SHIKI HIBACHI & SUSHI RESTAURANT","GRUBHUB, MURRELLS INLET, SC",5.25
"ZUWAI KANI MISO SOUP","RATTAN PAN ASIAN BISTRO AND WINE BAR","GRUBHUB, HOUSTON, TX",9
"ZUWAI KANI SASHIMI","KANPAI JAPANESE SUSHI BAR & GRILL","8325 LINCOLN BOULEVARD, DOORDASH, LOS ANGELES, CA",25.5
"ZUWAI KANI SUSHI","KANPAI JAPANESE SUSHI BAR & GRILL","8325 LINCOLN BOULEVARD, DOORDASH, LOS ANGELES, CA",8.5
"ZUWAIGAMI SU","TANTO JAPANESE RESTAURANT","GRUBHUB, SUNNYVALE, CA",14.5
"ZUWAIGANI","OSAKA MANSUN","GRUBHUB, AUSTIN, TX",6.5
"ZUWAIGANI (SNOW CRAB)","NANAMI SUSHI BAR","GRUBHUB, AUSTIN, TX",9.5
"ZUWANI GANI","THAI AND SUSHI EAST ATLANTA","GRUBHUB, ATLANTA, GA",7
"ZUZA BONSAI COMBO","BONSAI FUSION JAPANESE STEAKHOUSE","HOUSTON, TX",30
"ZUZU CHOCOLATE BAR","ZUZU AT HOTEL VALLEY HO","UBEREATS, SCOTTSDALE, AZ",8
"ZUZU GRILLED CHICKEN SALAD","ZUZU HANDMADE MEXICAN FOOD","ADDISON, TX",8
"ZUZU RAMEN","ZUZU RAMEN","BROOKLYN, NY",14
"ZWEI ROLL","Z WEI RESTAURANT","GRUBHUB, EXTON, PA",13.95
"ZWEI ROLL","ZWEI RESTAURANT","GRUBHUB, EXTON, PA",13.95
"ZWEI TOFURKY RAUCH UND BIER BRATWURSTE MIT KARTOFFELSCHNEE UND SAUERKRAUT","BAVARIAN GRILL","PLANO, TX",15.75
"ZWEIGEL'S RED HOT","STOCK EXCHANGE RESTAURANT","ROCHESTER, NY",3.5
"ZWEIGELS HOT DOG","EASTRIDGE FAMILY RESTAURANT","GRUBHUB, ROCHESTER, NY",6.25
"ZWEIGELT, THOMAS HARETER, ’18 (BURGENLAND, AUSTRIA)","TRIA CAFE RITTENHOUSE","PHILADELPHIA, PA",13
"ZWEIGIES RED HOT","DREAMERS RESTAURANT","ROCHESTER, NY",1.95
"ZWEIGLE HOT","SYLVIO'S PIZZERIA","ROCHESTER, NY",3.79
"ZWEIGLE HOT COMBO PLATE","SYLVIO'S PIZZERIA","ROCHESTER, NY",8.49
"ZWEIGLE HOTDOG","THE SOUL PALACE","ROCHESTER, NY",2.5
"ZWEIGLE HOTDOG WITH MEAT SAUCE","THE SOUL PALACE","ROCHESTER, NY",3
"ZWEIGLE JUMBO HOT DOG 1/4 LB.","JAKE'S PUB AND GRILL","NORTH CHILI, NY",6.95
"ZWEIGLE RED HOT","J.B. QUIMBY'S","LAKE CITY, PA",6.29
"ZWEIGLE'S","MAC'S PIZZERIA AND GRILL","GATES, NY",5.99
"ZWEIGLE'S HOT DOG","A'S DINER AND DESSERTS","CANANDAIGUA, NY",9.31
"ZWEIGLE'S HOT DOG","NICK'S BBQ & PIZZERIA","HENRIETTA, NY",3.75
"ZWEIGLE'S HOT DOG","TONY'S ON DEWEY","ROCHESTER, NY",2.49
"ZWEIGLE'S HOT DOG","TONY'S ON RIDGE","ROCHESTER, NY",2.49
"ZWEIGLE'S HOT DOG","VILLAGE WAY PIZZA & PLATES","EAST ROCHESTER, NY",3.25
"ZWEIGLE'S HOT DOG (BEEF)","EAST RIDGE HOTS","ROCHESTER, NY",2.79
"ZWEIGLE'S HOT DOG PLATE","TONY'S ON DEWEY","ROCHESTER, NY",8.49
"ZWEIGLE'S HOT DOG PLATE","TONY'S ON RIDGE","ROCHESTER, NY",8.49
"ZWEIGLE'S ITALIAN SAUSAGE WITH PEPPERS AND ONIONS","VILLAGE WAY PIZZA & PLATES","EAST ROCHESTER, NY",4
"ZWEIGLE'S POP OPEN HOT DOG","DON'S ORIGINAL RESTAURANT AND PUB","PENFIELD, NY",7.99
"ZWEIGLE'S RED","LEIGH FAMILY DINER","GRUBHUB, HENRIETTA, NY",2.29
"ZWEIGLE'S RED HOT","LEHIGH RESTAURANT","GRUBHUB, HENRIETTA, NY",4.99
"ZWEIGLE'S RED HOT","SALVATORE'S PIZZA & SPECIALISTS","ROCHESTER, NY",4.95
"ZWEIGLE'S RED HOT","SALVATORE'S PIZZA & SPECIALTIES DOWNTOWN","ROCHESTER, NY",4.95
"ZWEIGLE'S RED HOT","SALVATORES PIZZERIA","GRUBHUB, ROCHESTER, NY",4.95
"ZWEIGLE'S RED HOT DOG","JIM'S ON MAIN","ROCHESTER, NY",3.25
"ZWEIGLE'S RED HOTDOG","JIM'S RESTAURANT","ROCHESTER, NY",2
"ZWEIGLE'S WHITE HOT","LEIGH FAMILY DINER","GRUBHUB, HENRIETTA, NY",2.29
"ZWEIGLE'S WHITE HOT DOG","JIM'S ON MAIN","ROCHESTER, NY",3.25
"ZWEIGLE'S WHITE HOTDOG","JIM'S RESTAURANT","ROCHESTER, NY",2
"ZWEIGLES HOT","PERINTON PIZZA EMPORIUM","FAIRPORT, NY",2.49
"ZWEIGLES HOT COMBO","CRUST PIZZA KITCHEN/ER HOTS","GRUBHUB, EAST ROCHESTER, NY",8
"ZWEIGLES HOT DOG","CHAR BROIL FAMILY RESTAURANT","GRUBHUB, ROCHESTER, NY",5.4
"ZWEIGLES HOT DOG","MARVIN MOZZERONI'S PIZZA & PASTA GATES","GRUBHUB, ROCHESTER, NY",4.99
"ZWEIGLES HOT DOG","MARVIN MOZZERONIS PIZZA AND PASTA","GRUBHUB, MACEDON, NY",4.79
"ZWEIGLES HOT DOG","MOZZERONIS","GRUBHUB, ROCHESTER, NY",4.49
"ZWEIGLES HOT DOG","NICK'S DELI","ROCHESTER, NY",3.89
"ZWEIGLES HOT DOG","NICK'S PIZZA & SUBS","ROCHESTER, NY",4.25
"ZWEIGLES HOT DOG COMBO","ER HOTS","EAST ROCHESTER, NY",6.75
"ZWEIGLES HOT DOG PLATE","MARVIN MOZZERONI'S PIZZA & PASTA GATES","GRUBHUB, ROCHESTER, NY",12.49
"ZWEIGLES HOT DOG PLATE","MARVIN MOZZERONIS PIZZA AND PASTA","GRUBHUB, MACEDON, NY",12.49
"ZWEIGLES HOT DOG PLATE","MOZZERONIS","GRUBHUB, ROCHESTER, NY",11.99
"ZWEIGLES RED","M'S 4300 BAR & GRILL / GIARRATANO'S CATERING","ROCHESTER, NY",7
"ZWEIGLES RED HOT","ALLOCO RESTAURANT","ROCHESTER, NY",2.99
"ZWEIGLES RED HOT","BURGER STOP","ROCHESTER, NY",3.49
"ZWEIGLES RED HOT","RUBINO'S IMPORTED ITALIAN FOODS","WEBSTER, NY",3.99
"ZWEIGLES RED HOT","TOM WAHL'S FAIRPORT","FAIRPORT, NY",4.19
"ZWEIGLES RED HOT BURGER","BENITO'S PIZZA, SUBS, PASTA & MORE","GRUBHUB, ROCHESTER, NY",4.95
"ZWEIGLES RED HOT DOG","KEN'S PIZZA CORNER - BRIGHTON","GRUBHUB, ROCHESTER, NY",4
"ZWEIGLES RED HOT DOG SANDWICH","CRITICS RESTAURANT","GRUBHUB, ROCHESTER, NY",4.75
"ZWEIGLES RED HOT DOGS CORNER PLATE","KEN'S PIZZA CORNER - BRIGHTON","GRUBHUB, ROCHESTER, NY",11
"ZWEIGLES RED HOT SANDWICH","PANORAMA RESTAURANT AND LOUNGE","GRUBHUB, ROCHESTER, NY",5.99
"ZWEIGLES WHITE HOT","ALLOCO RESTAURANT","ROCHESTER, NY",2.99
"ZWEIGLES WHITE HOT","BURGER STOP","ROCHESTER, NY",3.49
"ZWEIGLES WHITE HOT","M'S 4300 BAR & GRILL / GIARRATANO'S CATERING","ROCHESTER, NY",7
"ZWEIGLES WHITE HOT","TOM WAHL'S FAIRPORT","FAIRPORT, NY",4.19
"ZWEIGLES WHITE HOT DOG","KEN'S PIZZA CORNER - BRIGHTON","GRUBHUB, ROCHESTER, NY",4
"ZWELGLE'S BEEF HOT DOG","IRONDEQUOIT HOTS","ROCHESTER, NY",2.79
"ZWIEBEL SCHNITZEL","ALTDORF BIERGARTEN","FREDERICKSBURG, TX",15.5
"ZWIEGLES RED HOT","STAY A WHILE BAR & GRILL","FARMINGTON, NY",8.95
"ZWIEGLES TEXAS HOT","COAL TOWER RESTAURANT","PITTSFORD, NY",2.74
"ZWIEGLES TEXAS PORKER","COAL TOWER RESTAURANT","PITTSFORD, NY",2.74
"ZWIELES WHITE HOT","STAY A WHILE BAR & GRILL","FARMINGTON, NY",8.95
"ZWIGLES","PUDGIE'S PIZZA EXPRESS","ROCHESTER, NY",2.49
"ZWINGS","ZPIZZA","ALEXANDRIA, VA",7.95
"ZWOLLE TAMALES-BEST IN TOWN (12)","SHANE'S ACADIANA CRAWFISH & CATERING","GRUBHUB, SHREVEPORT, LA",8.99
"ZWOLLE TAMALES-BEST IN TOWN (6)","SHANE'S ACADIANA CRAWFISH & CATERING","GRUBHUB, SHREVEPORT, LA",5.99
"ZY26. STIR FRIED LAMB","CHUANCAI FANG","GRUBHUB, INDIANAPOLIS, IN",15.95
"ZYDECO BREAKFAST","PENNY CLUSE CAFE","BURLINGTON, VT",13.5
"ZYDECO BURGER","LEXINGTON DINER","LEXINGTON, KY",11.99
"ZYDECO CAESAR SALAD - REGULAR","COMPANY SUPPLY ROTISSERIE","CHOWNOW, DUBLIN, GA",10.99
"ZYDECO CHICKEN","COBALT, THE RESTAURANT","ORANGE, AL",18
"ZYDECO CHICKEN","THE ROUXPOUR","MEMORIAL CITY, UBEREATS, HOUSTON, TX",32.5
"ZYDECO CHICKEN SANDWICH","LAST CHANCE GRILL","FRISCO, TX",10
"ZYDECO DANCER","RAZZOO'S","DALLAS, TX",5.29
"ZYDECO FRIED SHRIMP SATURDAY SPECIALS","CRAZY 'BOUT CRAWFISH","GRUBHUB, BREAUX BRIDGE, LA",14
"ZYDECO PASTA","END ZONE","UBEREATS, PLANO, TX",14
"ZYDECO PASTA","ENDZONE BAR & GRILL","LIVERPOOL, NY",13.99
"ZYDECO PASTA","HOUSTON CAFÉ INC RESTAURANT","UBEREATS, HOUSTON, TX",28.99
"ZYDECO PASTA SALAD","BISTRO BYRONZ (WILLOW GROVE)","GRUBHUB, BATON ROUGE, LA",4.35
"ZYDECO PASTA SALAD LUNCH","BISTRO BYRONZ (WILLOW GROVE)","GRUBHUB, BATON ROUGE, LA",4.35
"ZYDECO PASTA SPECIAL","WING QUARTER","UBEREATS, HOUSTON, TX",13.8
"ZYDECO PLATTER","VOODOO BBQ AND GRILL","BATON ROUGE, LA",16.99
"ZYDECO SALAD","ROUX CAJUN EATERY SIMSBURY","SIMSBURY, CT",13
"ZYDECO SHRIMP","BRENT'S CAJUN SEAFOOD AND OYSTER BAR","GRUBHUB, EDMOND, OK",12
"ZYDECO SHRIMP","CRAZY 'BOUT CRAWFISH","GRUBHUB, BREAUX BRIDGE, LA",15.95
"ZYDECO SHRIMP","NOLA SOUTHERN GRILL","GRUBHUB, SLIDELL, LA",9.99
"ZYDECO SHRIMP & SAUSAGE PASTA","LAST CHANCE GRILL","FRISCO, TX",12
"ZYDECO SHRIMP DINNER","BRENT'S CAJUN SEAFOOD AND OYSTER BAR","GRUBHUB, EDMOND, OK",19
"ZYDECO SPECIAL","BONFIRE WINGS","UBEREATS, HOUSTON, TX",10.89
"ZYDECO SPECIAL","WING QUARTER","UBEREATS, HOUSTON, TX",11.37
"ZYN IMMUNITY & RECOVERY DRINK","ZEDRIC'S FIT WITH FLAVOR","THE COLONNADE, UBEREATS, SAN ANTONIO, TX",3.99
"ZYPPE DI PESCE","MANGIA BENE LA BOTTEGA ITALIAN GOURMET","GREAT NECK, NY",21.95
"ZYR","HIGHLANDS","DETROIT, MI",10
"ZYR VODKA 1.75L (ABV40%)","PREMIER FINE WINE & SPIRITS","UBEREATS, HOUSTON, TX",55.99
"ZYR VODKA 750ML","DON'S LIQUORS & WINE","GRUBHUB, SAN JOSE, CA",24.99
"ZYR VODKA 750ML (ABV40%)","PREMIER FINE WINE & SPIRITS","UBEREATS, HOUSTON, TX",26.99
"ZYRTEC 24 HOUR ALLERGY DISSOLVE TABLETS CITRUS - 24.0 EA","WALGREENS (1601 N WELLS ST)","UBEREATS, CHICAGO, IL",25.18
"ZYRTEC 24 HOUR ALLERGY DISSOLVE TABLETS CITRUS - 24.0 EA","WALGREENS (2612 SMITH ST)","UBEREATS, HOUSTON, TX",25.18
"ZYRTEC 24 HOUR ALLERGY DISSOLVE TABLETS CITRUS - 24.0 EA","WALGREENS (641 N CLARK ST.)","UBEREATS, CHICAGO, IL",25.18
"ZYRTEC 24 HOUR ALLERGY DISSOLVE TABLETS CITRUS - 24.0 EA","WALGREENS (757 N MICHIGAN AVE)","UBEREATS, CHICAGO, IL",25.18
"ZYRTEC 24 HOUR ALLERGY DISSOLVE TABLETS, CITRUS, 10MG - 24 CT","RITE AID","1744 W 6TH ST, UBEREATS, LOS ANGELES, CA",23.99
"ZYRTEC 24 HOUR ALLERGY RELIEF ANTIHISTAMINE CAPSULES - 40.0 EA","WALGREENS (111 S HALSTED ST)","UBEREATS, CHICAGO, IL",31.48
"ZYRTEC 24 HOUR ALLERGY RELIEF ANTIHISTAMINE CAPSULES - 40.0 EA","WALGREENS (1200 N DEARBORN ST)","UBEREATS, CHICAGO, IL",33.58
"ZYRTEC 24 HOUR ALLERGY RELIEF ANTIHISTAMINE CAPSULES - 40.0 EA","WALGREENS (1601 N WELLS ST)","UBEREATS, CHICAGO, IL",31.48
"ZYRTEC 24 HOUR ALLERGY RELIEF ANTIHISTAMINE CAPSULES - 40.0 EA","WALGREENS (1931 W CERMAK RD)","UBEREATS, CHICAGO, IL",30.43
"ZYRTEC 24 HOUR ALLERGY RELIEF ANTIHISTAMINE CAPSULES - 40.0 EA","WALGREENS (2612 SMITH ST)","UBEREATS, HOUSTON, TX",31.48
"ZYRTEC 24 HOUR ALLERGY RELIEF ANTIHISTAMINE CAPSULES - 40.0 EA","WALGREENS (641 N CLARK ST.)","UBEREATS, CHICAGO, IL",33.58
